time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-24 00:00:00+00:00,6,6,0,0
2026-07-25 00:00:00+00:00,27,10,13,13
2026-07-26 00:00:00+00:00,2,2,16,2
2026-07-27 00:00:00+00:00,2,2,1,1
2026-07-28 00:00:00+00:00,23,10,0,0
2026-07-29 00:00:00+00:00,9,4,88,11
2026-07-30 00:00:00+00:00,9,4,5,2
2026-07-31 00:00:00+00:00,1,1,0,0
2026-08-01 00:00:00+00:00,36,14,1,1
2026-08-02 00:00:00+00:00,19,7,3,2
2026-08-03 00:00:00+00:00,2,2,1,1
2026-08-04 00:00:00+00:00,4,4,10,1
2026-08-05 00:00:00+00:00,23,10,4,1
2026-08-06 00:00:00+00:00,0,0,1,1
