time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-16 00:00:00+00:00,11,6,2,1
2026-03-17 00:00:00+00:00,6,6,6,2
2026-03-18 00:00:00+00:00,11,5,1,1
2026-03-19 00:00:00+00:00,9,4,1,1
2026-03-20 00:00:00+00:00,2,2,39,1
2026-03-21 00:00:00+00:00,9,4,5,2
2026-03-22 00:00:00+00:00,3,2,11,1
2026-03-23 00:00:00+00:00,6,5,1,1
2026-03-24 00:00:00+00:00,12,7,1,1
2026-03-25 00:00:00+00:00,5,4,1,1
2026-03-26 00:00:00+00:00,13,8,22,2
2026-03-27 00:00:00+00:00,9,7,4,1
2026-03-28 00:00:00+00:00,19,10,11,2
2026-03-29 00:00:00+00:00,8,4,0,0
