time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-05 00:00:00+00:00,17,11,1,1
2026-06-06 00:00:00+00:00,24,10,4,2
2026-06-07 00:00:00+00:00,16,6,4,4
2026-06-08 00:00:00+00:00,20,10,1,1
2026-06-09 00:00:00+00:00,13,7,5,2
2026-06-10 00:00:00+00:00,17,8,2,1
2026-06-11 00:00:00+00:00,19,9,2,2
2026-06-12 00:00:00+00:00,23,8,0,0
2026-06-13 00:00:00+00:00,25,8,0,0
2026-06-14 00:00:00+00:00,32,8,6,1
2026-06-15 00:00:00+00:00,32,13,0,0
2026-06-16 00:00:00+00:00,10,4,0,0
2026-06-17 00:00:00+00:00,21,8,0,0
2026-06-18 00:00:00+00:00,27,8,7,1
