time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,19,7,3,2
2026-08-03 00:00:00+00:00,2,2,1,1
2026-08-04 00:00:00+00:00,4,4,10,1
2026-08-05 00:00:00+00:00,23,10,4,1
2026-08-06 00:00:00+00:00,0,0,1,1
2026-08-07 00:00:00+00:00,3,3,28,4
2026-08-08 00:00:00+00:00,2,2,0,0
2026-08-09 00:00:00+00:00,2,2,0,0
2026-08-10 00:00:00+00:00,1,1,1,1
2026-08-11 00:00:00+00:00,2,2,0,0
2026-08-12 00:00:00+00:00,8,3,0,0
2026-08-13 00:00:00+00:00,3,2,0,0
2026-08-14 00:00:00+00:00,2,2,1,1
2026-08-15 00:00:00+00:00,21,5,0,0
