time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,8,4,9,3
2026-05-12 00:00:00+00:00,3,3,5,2
2026-05-13 00:00:00+00:00,30,8,7,2
2026-05-14 00:00:00+00:00,50,19,0,0
2026-05-15 00:00:00+00:00,9,5,0,0
2026-05-16 00:00:00+00:00,23,9,0,0
2026-05-17 00:00:00+00:00,31,10,0,0
2026-05-18 00:00:00+00:00,4,4,13,2
2026-05-19 00:00:00+00:00,26,8,0,0
2026-05-20 00:00:00+00:00,10,5,0,0
2026-05-21 00:00:00+00:00,14,8,0,0
2026-05-22 00:00:00+00:00,24,6,1,1
2026-05-23 00:00:00+00:00,24,11,0,0
2026-05-24 00:00:00+00:00,7,3,0,0
