time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-27 00:00:00+00:00,23,9,0,0
2026-06-28 00:00:00+00:00,1,1,22,2
2026-06-29 00:00:00+00:00,12,7,8,3
2026-06-30 00:00:00+00:00,12,3,0,0
2026-07-01 00:00:00+00:00,22,8,8,5
2026-07-02 00:00:00+00:00,13,7,0,0
2026-07-03 00:00:00+00:00,15,6,1,1
2026-07-04 00:00:00+00:00,16,7,1,1
2026-07-05 00:00:00+00:00,20,7,0,0
2026-07-06 00:00:00+00:00,2,2,0,0
2026-07-07 00:00:00+00:00,24,8,1,1
2026-07-08 00:00:00+00:00,12,3,5,1
2026-07-09 00:00:00+00:00,3,3,0,0
2026-07-10 00:00:00+00:00,10,5,1,1
