time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-12 00:00:00+00:00,23,8,0,0
2026-06-13 00:00:00+00:00,25,8,0,0
2026-06-14 00:00:00+00:00,32,8,6,1
2026-06-15 00:00:00+00:00,32,13,0,0
2026-06-16 00:00:00+00:00,10,4,0,0
2026-06-17 00:00:00+00:00,21,8,0,0
2026-06-18 00:00:00+00:00,27,8,7,1
2026-06-19 00:00:00+00:00,44,10,48,3
2026-06-20 00:00:00+00:00,46,10,0,0
2026-06-21 00:00:00+00:00,45,11,0,0
2026-06-22 00:00:00+00:00,35,11,0,0
2026-06-23 00:00:00+00:00,28,8,0,0
2026-06-24 00:00:00+00:00,36,11,0,0
2026-06-25 00:00:00+00:00,20,6,3,1
