time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-02 00:00:00+00:00,10,9,14,1
2026-09-03 00:00:00+00:00,11,11,7,2
2026-09-04 00:00:00+00:00,19,10,9,1
2026-09-05 00:00:00+00:00,18,8,0,0
2026-09-06 00:00:00+00:00,34,7,35,1
2026-09-07 00:00:00+00:00,10,7,0,0
2026-09-08 00:00:00+00:00,2,2,0,0
2026-09-09 00:00:00+00:00,5,4,6,1
2026-09-10 00:00:00+00:00,6,5,1,1
2026-09-11 00:00:00+00:00,26,15,0,0
2026-09-12 00:00:00+00:00,7,6,0,0
2026-09-13 00:00:00+00:00,14,8,3,1
2026-09-14 00:00:00+00:00,3,3,1,1
2026-09-15 00:00:00+00:00,18,8,0,0
