time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-06 00:00:00+00:00,2,2,0,0
2026-07-07 00:00:00+00:00,24,8,1,1
2026-07-08 00:00:00+00:00,12,3,5,1
2026-07-09 00:00:00+00:00,3,3,0,0
2026-07-10 00:00:00+00:00,10,5,1,1
2026-07-11 00:00:00+00:00,9,4,9,1
2026-07-12 00:00:00+00:00,8,3,0,0
2026-07-13 00:00:00+00:00,5,5,9,3
2026-07-14 00:00:00+00:00,19,5,0,0
2026-07-15 00:00:00+00:00,11,5,2,2
2026-07-16 00:00:00+00:00,14,5,5,1
2026-07-17 00:00:00+00:00,26,8,2,2
2026-07-18 00:00:00+00:00,22,9,0,0
2026-07-19 00:00:00+00:00,9,4,0,0
