time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-02 00:00:00+00:00,9,4,0,0
2026-03-03 00:00:00+00:00,8,3,0,0
2026-03-04 00:00:00+00:00,8,3,1,1
2026-03-05 00:00:00+00:00,8,7,33,2
2026-03-06 00:00:00+00:00,4,3,48,11
2026-03-07 00:00:00+00:00,7,3,0,0
2026-03-08 00:00:00+00:00,9,4,0,0
2026-03-09 00:00:00+00:00,4,4,5,4
2026-03-10 00:00:00+00:00,58,6,4,2
2026-03-11 00:00:00+00:00,10,4,3,2
2026-03-12 00:00:00+00:00,16,7,1,1
2026-03-13 00:00:00+00:00,11,6,5,3
2026-03-14 00:00:00+00:00,4,3,0,0
2026-03-15 00:00:00+00:00,6,5,0,0
